科目,层级,类型,2014-12-31,2014-09-30,2014-06-30,2014-03-31
一、营业总收入,0,item,18778900.99,14388142.55,9779261.11,4684498.96
营业收入,1,item,18741364.01,14359168.68,9759840.19,4674776.14
二、营业总成本,0,item,18055051.59,13741059.85,9352769.65,4476268.02
营业成本,1,item,16893113.55,12936319.91,8820425.35,4222250.23
营业税金及附加,1,item,47050.27,38871.83,28733.50,14181.73
销售费用,1,item,220034.74,147813.03,94492.97,43425.22
管理费用,1,item,772823.62,536332.53,347297.64,162770.12
财务费用,1,item,48771.39,60811.60,54598.81,40073.61
研发费用,1,item,--,--,--,--
资产减值损失,1,item,47512.75,1781.92,-5372.93,-12586.48
公允价值变动收益,1,item,2334.68,-1437.42,-1926.77,380.60
投资收益,1,item,37890.60,21695.16,21783.01,2157.05
其中:对联营企业和合营企业的投资收益,1,item,15489.02,10619.57,7985.02,1639.29
汇兑收益,1,item,--,--,--,--
三、营业利润,0,item,764074.68,667340.43,446347.70,210768.58
加:营业外收入,1,item,118062.01,76357.66,21092.72,8766.50
减：营业外支出,1,item,54359.31,49320.88,20303.05,7553.73
其中：非流动资产处置损失,1,item,42274.79,36072.61,10074.00,6502.62
四、利润总额,0,item,827777.38,694377.22,447137.37,211981.35
减：所得税费用,1,item,218708.15,165171.26,114573.26,53360.08
五、净利润,0,item,609069.22,529205.96,332564.11,158621.27
归属于母公司所有者的净利润,1,item,579234.91,500996.78,315401.54,151004.84
少数股东损益,1,item,29834.32,28209.18,17162.57,7616.43
六、每股收益,0,section
基本每股收益(元/股),1,item,0.3500,0.3000,0.1900,0.0900
稀释每股收益(元/股),1,item,0.3500,0.3000,0.1900,0.0900
七、其他综合收益,0,item,-4777.98,-7145.50,-986.18,-4357.33
八、综合收益总额,0,item,604291.24,522060.46,331577.93,154263.93
归属于母公司所有者的综合收益总额,1,item,573387.87,493996.33,313113.85,146582.93
归属于少数股东的综合收益总额,1,item,30903.37,28064.12,18464.08,7681.00
