科目,层级,类型,2019-12-31,2019-09-30,2019-06-30,2019-03-31
一、经营活动产生的现金流量,0,section
销售商品、提供劳务收到的现金,1,item,33978697.10,25005463.81,15909814.28,7564684.81
收到的税费返还,1,item,81574.81,67146.09,29928.86,8942.09
收到的其他与经营活动有关的现金,1,item,147173.24,95348.96,48489.77,18649.10
经营活动现金流入小计,1,total,34305663.66,25322417.61,16092295.92,7672427.64
购买商品、接受劳务支付的现金,1,item,28001917.79,20755943.37,13385358.43,6394977.11
支付给职工以及为职工支付的现金,1,item,1562143.78,1097978.64,719015.93,386955.48
支付的各项税费,1,item,1148119.38,917007.39,732463.27,428522.13
支付的其他与经营活动有关的现金,1,item,552454.69,478030.27,129889.72,33195.27
经营活动现金流出小计,1,total,31355249.49,23362965.06,15148563.29,7536919.70
经营活动产生的现金流量净额,1,item,2950414.18,1959452.55,943732.64,135507.94
二、投资活动产生的现金流量,0,section
收回投资所收到的现金,1,item,2240825.78,1764603.66,939697.64,256165.75
取得投资收益所收到的现金,1,item,295998.75,211787.82,169630.44,45118.14
处置固定资产、无形资产和其他长期资产所收回的现金净额,1,item,72642.64,12597.26,8601.84,6485.34
收到的其他与投资活动有关的现金,1,item,27098.31,21369.36,10140.23,4338.70
投资活动现金流入小计,1,total,2665002.30,2010358.10,1128070.15,312107.93
购建固定资产、无形资产和其他长期资产所支付的现金,1,item,1762427.12,1092305.23,706576.01,342516.48
投资所支付的现金,1,item,3124462.92,2118441.42,1192304.21,745008.76
支付的其他与投资活动有关的现金,1,item,1010.21,3595.86,5094.13,4744.66
投资活动现金流出小计,1,total,4887900.25,3214342.51,1903974.35,1092269.90
投资活动产生的现金流量净额,1,item,-2222897.95,-1203984.42,-775904.20,-780161.97
三、筹资活动产生的现金流量,0,section
吸收投资收到的现金,1,item,21457.11,11270.00,4900.00,3817.11
其中：子公司吸收少数股东投资收到的现金,1,item,17640.00,11270.00,4900.00,--
取得借款收到的现金,1,item,8716456.03,6662881.71,4153917.77,2550279.16
发行债券收到的现金,1,item,7200000.00,5000000.00,3500000.00,2400000.00
收到其他与筹资活动有关的现金,1,item,--,3817.11,3817.11,--
筹资活动现金流入小计,1,total,15937913.14,11677968.83,7662634.88,4954096.27
偿还债务支付的现金,1,item,15622615.67,10778698.29,6457684.75,4144408.48
分配股利、利润或偿付利息所支付的现金,1,item,1408727.50,1337617.70,1251366.09,75799.99
其中：子公司支付给少数股东的股利、利润,1,item,73928.45,26856.92,26856.92,--
支付其他与筹资活动有关的现金,1,item,55063.63,15315.75,537.75,537.75
筹资活动现金流出小计,1,total,17086406.79,12131631.74,7709588.58,4220746.23
筹资活动产生的现金流量净额,1,item,-1148493.65,-453662.91,-46953.70,733350.04
四、汇率变动对现金及现金等价物的影响,0,item,-4220.72,-3434.81,-4642.70,-8623.19
五、现金及现金等价物净增加额,0,item,-425198.15,298370.41,116232.04,80072.83
加:期初现金及现金等价物余额,1,item,1621780.68,1606697.59,1606697.59,1606697.59
六、期末现金及现金等价物余额,0,item,1196582.53,1905068.00,1722929.63,1686770.42
附注,0,section
净利润,1,item,1346901.45,--,669705.16,--
少数股东权益,1,item,--,--,--,--
未确认的投资损失,1,item,--,--,--,--
资产减值准备,1,item,-28096.71,--,-24472.92,--
固定资产折旧、油气资产折耗、生产性物资折旧,1,item,1850456.48,--,917277.15,--
无形资产摊销,1,item,40549.09,--,19841.72,--
长期待摊费用摊销,1,item,13053.22,--,5939.49,--
待摊费用的减少,1,item,--,--,--,--
预提费用的增加,1,item,--,--,--,--
处置固定资产、无形资产和其他长期资产的损失,1,item,-25530.63,--,--,--
固定资产报废损失,1,item,46731.93,--,35994.25,--
公允价值变动损失,1,item,-25255.03,--,-6573.35,--
递延收益增加（减：减少）,1,item,--,--,--,--
预计负债,1,item,--,--,--,--
财务费用,1,item,230724.50,--,110903.73,--
投资损失,1,item,-367156.90,--,-200876.04,--
递延所得税资产减少,1,item,-22315.33,--,-9673.54,--
递延所得税负债增加,1,item,3587.81,--,1603.08,--
存货的减少,1,item,132859.69,--,-311432.32,--
经营性应收项目的减少,1,item,-96483.75,--,-86968.68,--
经营性应付项目的增加,1,item,-149611.65,--,-177535.10,--
已完工尚未结算款的减少(减:增加),1,item,--,--,--,--
已结算尚未完工款的增加(减:减少),1,item,--,--,--,--
其他,1,item,--,--,--,--
经营活动产生现金流量净额,1,item,2950414.18,--,943732.64,--
债务转为资本,1,item,--,--,--,--
一年内到期的可转换公司债券,1,item,--,--,--,--
融资租入固定资产,1,item,--,--,--,--
现金的期末余额,1,item,1196582.53,--,1722929.63,--
现金的期初余额,1,item,1571780.68,--,1556697.59,--
现金等价物的期末余额,1,item,--,--,--,--
现金等价物的期初余额,1,item,50000.00,--,50000.00,--
现金及现金等价物的净增加额,1,item,-425198.15,--,116232.04,--
