科目,层级,类型,2020-12-31,2020-09-30,2020-06-30,2020-03-31
一、营业总收入,0,item,28443649.72,20058936.37,13016455.39,6010684.42
营业收入,1,item,28367441.25,20002264.67,12977179.99,5997277.35
二、营业总成本,0,item,27199200.13,19109426.35,12561946.08,5793169.35
营业成本,1,item,25293831.36,17839992.72,11720032.21,5370676.07
营业税金及附加,1,item,128100.51,87216.77,55679.81,28121.25
销售费用,1,item,293305.49,205379.74,138828.29,67041.13
管理费用,1,item,434488.49,304660.38,206154.21,111000.29
财务费用,1,item,146154.51,110645.55,78852.38,44584.25
研发费用,1,item,872630.84,539836.82,347080.89,166871.20
资产减值损失,1,item,--,--,--,--
公允价值变动收益,1,item,-6286.61,17038.08,17661.74,-905.68
投资收益,1,item,314021.37,179466.04,137006.44,43209.56
其中:对联营企业和合营企业的投资收益,1,item,128071.56,84409.48,65010.73,39547.10
汇兑收益,1,item,--,--,--,--
三、营业利润,0,item,1695500.24,1169871.87,616756.42,258455.62
加:营业外收入,1,item,16271.99,13307.92,10016.43,4373.46
减：营业外支出,1,item,109606.78,71219.05,45317.92,32158.00
其中：非流动资产处置损失,1,item,--,--,--,--
四、利润总额,0,item,1602165.46,1111960.74,581454.93,230671.07
减：所得税费用,1,item,203627.12,238626.04,132180.59,54068.38
五、净利润,0,item,1398538.33,873334.71,449274.35,176602.69
归属于母公司所有者的净利润,1,item,1267677.57,785896.49,400236.79,153645.32
少数股东损益,1,item,130860.76,87438.22,49037.56,22957.37
六、每股收益,0,section
基本每股收益(元/股),1,item,0.5700,0.3500,0.1800,0.0700
稀释每股收益(元/股),1,item,0.5700,0.3500,0.1800,0.0700
七、其他综合收益,0,item,-11418.01,12715.81,22151.62,8000.27
八、综合收益总额,0,item,1387120.33,886050.51,471425.97,184602.96
归属于母公司所有者的综合收益总额,1,item,1257325.03,800021.22,422787.07,163625.82
归属于少数股东的综合收益总额,1,item,129795.30,86029.30,48638.89,20977.14
