科目,层级,类型,2022-12-31,2022-09-30,2022-06-30,2022-03-31
一、营业总收入,0,item,36905788.78,27919894.06,18425778.15,8626072.52
营业收入,1,item,36777824.24,27825207.87,18365483.11,8597979.37
二、营业总成本,0,item,35907903.10,26956397.51,17552632.53,8272350.95
营业成本,1,item,34629276.37,25349663.15,16526346.19,7774094.14
营业税金及附加,1,item,137221.09,102493.71,74971.94,31713.97
销售费用,1,item,178936.64,121383.64,76324.14,39284.04
管理费用,1,item,435086.31,303502.49,190390.15,98834.47
财务费用,1,item,154604.93,114070.09,89603.91,42341.82
研发费用,1,item,316817.84,924763.52,568937.79,273655.50
资产减值损失,1,item,--,--,--,--
公允价值变动收益,1,item,4349.86,28686.10,14239.04,24236.18
投资收益,1,item,511177.34,399908.37,275507.52,114273.09
其中:对联营企业和合营企业的投资收益,1,item,254834.96,183815.03,127579.96,96658.88
汇兑收益,1,item,--,--,--,--
三、营业利润,0,item,1560436.00,1355446.83,1118688.49,530476.21
加:营业外收入,1,item,27057.80,14705.93,5976.41,2383.72
减：营业外支出,1,item,83089.02,55367.35,38892.98,18397.82
其中：非流动资产处置损失,1,item,--,--,--,--
四、利润总额,0,item,1504404.77,1314785.41,1085771.93,514462.11
减：所得税费用,1,item,101513.18,216054.75,182658.44,78228.63
五、净利润,0,item,1402891.59,1098730.66,903113.49,436233.48
归属于母公司所有者的净利润,1,item,1218685.07,946376.30,779135.06,373206.73
少数股东损益,1,item,184206.52,152354.37,123978.43,63026.75
六、每股收益,0,section
基本每股收益(元/股),1,item,0.5500,0.4200,0.3500,0.1700
稀释每股收益(元/股),1,item,0.5600,0.4300,0.3500,0.1700
七、其他综合收益,0,item,47745.97,30208.56,13790.31,4782.09
八、综合收益总额,0,item,1450637.56,1128939.22,916903.80,441015.57
归属于母公司所有者的综合收益总额,1,item,1267157.10,976536.97,792445.30,378135.92
归属于少数股东的综合收益总额,1,item,183480.46,152402.26,124458.50,62879.65
