科目,层级,类型,2022-12-31,2022-09-30,2022-06-30,2022-03-31
一、营业总收入,0,item,9900132.03,7597464.82,5207531.28,2600244.82
营业收入,1,item,9900132.03,7597464.82,5207531.28,2600244.82
二、营业总成本,0,item,9797735.95,7446095.89,5055270.16,2503773.40
营业成本,1,item,9582638.10,7166894.48,4920098.39,2454305.72
营业税金及附加,1,item,25249.53,19946.73,14068.73,7790.62
销售费用,1,item,14547.63,14444.29,9694.33,4933.37
管理费用,1,item,78630.73,54284.26,37382.17,17172.34
财务费用,1,item,31647.61,32983.44,16203.42,5182.76
研发费用,1,item,65022.35,157542.70,57823.12,14388.59
资产减值损失,1,item,--,--,--,--
公允价值变动收益,1,item,1297.91,3227.46,1904.17,1035.10
投资收益,1,item,31733.95,26817.69,10448.47,8137.55
其中:对联营企业和合营企业的投资收益,1,item,1279.57,964.01,828.48,363.81
汇兑收益,1,item,--,--,--,--
三、营业利润,0,item,139309.85,186960.96,167686.72,120985.94
加:营业外收入,1,item,1259.76,599.08,261.13,138.22
减：营业外支出,1,item,19353.60,545.73,320.43,306.58
其中：非流动资产处置损失,1,item,--,--,--,--
四、利润总额,0,item,121216.02,187014.31,167627.43,120817.57
减：所得税费用,1,item,16329.98,29765.86,23306.36,16644.40
五、净利润,0,item,104886.04,157248.45,144321.07,104173.17
归属于母公司所有者的净利润,1,item,104636.78,155599.77,142033.17,103015.72
少数股东损益,1,item,249.26,1648.67,2287.89,1157.45
六、每股收益,0,section
基本每股收益(元/股),1,item,0.3300,0.5000,0.4500,0.3300
稀释每股收益(元/股),1,item,0.3300,0.5000,0.4500,0.3300
七、其他综合收益,0,item,2580.54,2813.85,1295.86,-103.72
八、综合收益总额,0,item,107466.58,160062.29,145616.93,104069.45
归属于母公司所有者的综合收益总额,1,item,107217.32,158413.62,143329.03,102912.00
归属于少数股东的综合收益总额,1,item,249.26,1648.67,2287.89,1157.45
