科目,层级,类型,2024-12-31,2024-09-30,2024-06-30,2024-03-31
一、营业总收入,0,item,4180357.83,3117966.42,2144341.51,1129409.99
营业收入,1,item,4180357.83,3117966.42,2144341.51,1129409.99
二、营业总成本,0,item,4282169.85,3244702.76,2203770.42,1169796.00
营业成本,1,item,4140851.00,3133468.43,2131874.38,1126858.17
营业税金及附加,1,item,22707.11,17541.15,10882.24,6703.83
销售费用,1,item,13030.92,8750.70,4912.27,2251.93
管理费用,1,item,42503.42,29809.49,16210.80,13449.78
财务费用,1,item,9397.04,8752.94,6715.22,5490.38
研发费用,1,item,53680.36,46380.05,33175.52,15041.89
资产减值损失,1,item,--,--,--,--
公允价值变动收益,1,item,698.00,--,--,--
投资收益,1,item,91088.21,65953.77,44690.06,23026.54
其中:对联营企业和合营企业的投资收益,1,item,1429.84,767.33,551.38,237.79
汇兑收益,1,item,--,--,--,--
三、营业利润,0,item,6525.93,-44561.12,3358.75,-11101.91
加:营业外收入,1,item,1210.66,1727.92,39.61,13.94
减：营业外支出,1,item,3710.54,1541.90,1205.34,897.52
其中：非流动资产处置损失,1,item,--,--,--,--
四、利润总额,0,item,4026.05,-44375.11,2193.02,-11985.49
减：所得税费用,1,item,-1409.74,12455.82,9256.02,3351.48
五、净利润,0,item,5435.79,-56830.92,-7063.00,-15336.97
归属于母公司所有者的净利润,1,item,3278.07,-57879.98,-7547.29,-15611.92
少数股东损益,1,item,2157.72,1049.06,484.29,274.94
六、每股收益,0,section
基本每股收益(元/股),1,item,0.0100,-0.1840,-0.0200,-0.0500
稀释每股收益(元/股),1,item,0.0100,-0.1840,-0.0200,-0.0500
七、其他综合收益,0,item,520.32,-393.81,319.30,-165.60
八、综合收益总额,0,item,5956.10,-57224.73,-6743.70,-15502.57
归属于母公司所有者的综合收益总额,1,item,3798.39,-58273.79,-7227.99,-15777.51
归属于少数股东的综合收益总额,1,item,2157.72,1049.06,484.29,274.94
