科目,层级,类型,2024-12-31,2024-09-30,2024-06-30,2024-03-31
一、经营活动产生的现金流量,0,section
销售商品、提供劳务收到的现金,1,item,36361373.33,27452509.74,18041825.85,8727964.14
收到的税费返还,1,item,151036.49,102627.26,65584.45,14338.22
收到的其他与经营活动有关的现金,1,item,170642.37,125076.38,91304.53,31193.39
经营活动现金流入小计,1,total,36683052.18,27680213.38,18198714.84,8773495.75
购买商品、接受劳务支付的现金,1,item,31290652.35,24021928.46,16301800.77,8377821.85
支付给职工以及为职工支付的现金,1,item,1579294.62,1074185.68,731775.06,395543.33
支付的各项税费,1,item,762958.60,567759.52,409445.80,192462.57
支付的其他与经营活动有关的现金,1,item,276553.92,452504.80,181937.97,108714.52
经营活动现金流出小计,1,total,33909459.49,26116378.45,17624959.60,9074542.28
经营活动产生的现金流量净额,1,item,2773592.69,1563834.93,573755.24,-301046.53
二、投资活动产生的现金流量,0,section
收回投资所收到的现金,1,item,2902265.33,1963522.43,1082917.03,180000.00
取得投资收益所收到的现金,1,item,219331.95,155240.45,57098.42,4542.21
处置固定资产、无形资产和其他长期资产所收回的现金净额,1,item,28396.15,5579.26,4913.62,2198.88
收到的其他与投资活动有关的现金,1,item,219341.58,42217.55,34236.83,14962.66
投资活动现金流入小计,1,total,3381095.69,2178323.32,1190929.52,214936.12
购建固定资产、无形资产和其他长期资产所支付的现金,1,item,1933643.37,1383845.02,968438.96,515069.53
投资所支付的现金,1,item,3530258.25,2364540.65,1561187.95,180914.77
支付的其他与投资活动有关的现金,1,item,9296.10,5874.45,2710.63,805.55
投资活动现金流出小计,1,total,5473197.71,3754260.11,2532337.54,696789.85
投资活动产生的现金流量净额,1,item,-2092102.02,-1575936.79,-1341408.01,-481853.73
三、筹资活动产生的现金流量,0,section
吸收投资收到的现金,1,item,13158.24,1183.24,1183.24,1183.24
其中：子公司吸收少数股东投资收到的现金,1,item,13158.24,1183.24,1183.24,1183.24
取得借款收到的现金,1,item,1635447.36,1416377.60,1267311.09,766679.69
发行债券收到的现金,1,item,2000000.00,1700000.00,1000000.00,500000.00
收到其他与筹资活动有关的现金,1,item,39209.51,2471.92,2071.92,--
筹资活动现金流入小计,1,total,3687815.11,3120032.75,2270566.25,1267862.92
偿还债务支付的现金,1,item,3220903.69,2133028.93,1193098.62,625556.90
分配股利、利润或偿付利息所支付的现金,1,item,959549.51,928012.11,650299.55,33378.54
其中：子公司支付给少数股东的股利、利润,1,item,164190.78,149257.99,149257.99,1080.00
支付其他与筹资活动有关的现金,1,item,206494.07,200960.22,106322.45,83639.11
筹资活动现金流出小计,1,total,4386947.27,3262001.26,1949720.63,742574.54
筹资活动产生的现金流量净额,1,item,-699132.16,-141968.50,320845.62,525288.38
四、汇率变动对现金及现金等价物的影响,0,item,-29211.54,-26383.61,-25938.52,-17325.01
五、现金及现金等价物净增加额,0,item,-46853.03,-180453.97,-472745.67,-274936.88
加:期初现金及现金等价物余额,1,item,2556435.62,2556435.62,2556435.62,2556435.62
六、期末现金及现金等价物余额,0,item,2509582.59,2375981.65,2083689.95,2281498.74
附注,0,section
净利润,1,item,856764.97,--,524178.70,--
少数股东权益,1,item,--,--,--,--
未确认的投资损失,1,item,--,--,--,--
资产减值准备,1,item,64925.19,--,-2462.35,--
固定资产折旧、油气资产折耗、生产性物资折旧,1,item,1855579.47,--,--,--
无形资产摊销,1,item,48577.26,--,21833.89,--
长期待摊费用摊销,1,item,26238.62,--,12638.40,--
待摊费用的减少,1,item,--,--,--,--
预提费用的增加,1,item,--,--,--,--
处置固定资产、无形资产和其他长期资产的损失,1,item,-31048.18,--,-15317.96,--
固定资产报废损失,1,item,74338.15,--,27286.56,--
公允价值变动损失,1,item,-5858.79,--,-34264.14,--
递延收益增加（减：减少）,1,item,--,--,--,--
预计负债,1,item,--,--,--,--
财务费用,1,item,162581.74,--,64063.50,--
投资损失,1,item,-209850.36,--,-102944.18,--
递延所得税资产减少,1,item,-26772.02,--,11142.79,--
递延所得税负债增加,1,item,-15260.27,--,-2263.21,--
存货的减少,1,item,728753.35,--,94498.34,--
经营性应收项目的减少,1,item,315242.19,--,88922.50,--
经营性应付项目的增加,1,item,-1112499.75,--,-1063170.31,--
已完工尚未结算款的减少(减:增加),1,item,--,--,--,--
已结算尚未完工款的增加(减:减少),1,item,--,--,--,--
其他,1,item,--,--,--,--
经营活动产生现金流量净额,1,item,2773592.69,--,573755.24,--
债务转为资本,1,item,--,--,--,--
一年内到期的可转换公司债券,1,item,--,--,--,--
融资租入固定资产,1,item,--,--,--,--
现金的期末余额,1,item,2509582.59,--,2083689.95,--
现金的期初余额,1,item,2556435.62,--,2556435.62,--
现金等价物的期末余额,1,item,--,--,--,--
现金等价物的期初余额,1,item,--,--,--,--
现金及现金等价物的净增加额,1,item,-46853.03,--,-472745.67,--
