科目,层级,类型,2025-12-31,2025-09-30,2025-06-30,2025-03-31
一、营业总收入,0,item,31750779.40,23243648.53,15137239.93,7287966.01
营业收入,1,item,31750779.40,23243648.53,15137239.93,7287966.01
二、营业总成本,0,item,30637153.20,22399308.28,14644001.08,7031843.98
营业成本,1,item,29452277.61,21573204.09,14095803.68,6761695.32
营业税金及附加,1,item,141525.78,101211.02,66483.92,29899.96
销售费用,1,item,179304.03,124940.53,85787.91,42710.43
管理费用,1,item,376192.81,270026.39,175471.62,86970.38
财务费用,1,item,98222.76,76528.70,52808.94,31009.87
研发费用,1,item,389630.22,253397.54,167645.01,79558.03
资产减值损失,1,item,--,--,--,--
公允价值变动收益,1,item,-8015.88,-766.99,-4673.09,7659.95
投资收益,1,item,279599.44,208446.17,107669.49,30708.04
其中:对联营企业和合营企业的投资收益,1,item,197291.71,151426.34,74521.84,23139.55
汇兑收益,1,item,--,--,--,--
三、营业利润,0,item,1399272.43,1146132.54,694753.66,347490.68
加:营业外收入,1,item,18741.82,3558.58,1874.46,915.69
减：营业外支出,1,item,102314.06,85419.66,38019.47,19250.41
其中：非流动资产处置损失,1,item,--,--,--,--
四、利润总额,0,item,1315700.19,1064271.46,658608.65,329155.95
减：所得税费用,1,item,174489.59,173494.82,109570.84,52542.71
五、净利润,0,item,1141210.60,890776.64,549037.80,276613.24
归属于母公司所有者的净利润,1,item,1034562.17,795942.88,487889.93,243408.57
少数股东损益,1,item,106648.42,94833.76,61147.88,33204.67
六、每股收益,0,section
基本每股收益(元/股),1,item,0.4800,0.3700,0.2300,0.1100
稀释每股收益(元/股),1,item,0.4800,0.3700,0.2300,0.1100
七、其他综合收益,0,item,-5691.10,13395.35,31055.63,5916.13
八、综合收益总额,0,item,1135519.49,904171.99,580093.44,282529.37
归属于母公司所有者的综合收益总额,1,item,1028163.83,808126.19,518131.29,248906.86
归属于少数股东的综合收益总额,1,item,107355.66,96045.80,61962.15,33622.51
